date,symbol,volume,transaction,open,high,low,close
2025-12-02,2317,49869243,42121,220.5,225.0,220.5,222.0
2025-12-02,00919,49766345,17023,21.53,21.63,21.52,21.61
2025-12-02,2485,49398313,22888,22.65,24.3,22.65,23.3
2025-12-02,2449,48833307,35556,221.5,232.5,221.5,226.5
2025-12-02,2303,46427125,20047,46.55,47.6,46.5,47.2
2025-12-02,1301,45852419,22364,42.2,44.4,42.05,43.45
2025-12-02,3231,45775058,23072,141.5,146.0,141.0,143.0
2025-12-02,2409,45198364,6503,11.35,11.5,11.25,11.35
2025-12-02,3037,43927581,55670,200.0,204.0,194.5,196.0
2025-12-03,1303,262513069,137055,65.0,68.1,64.1,67.7
2025-12-03,1802,209459658,83858,37.6,38.0,35.6,35.9
2025-12-03,2408,200254754,101244,153.0,158.0,148.0,151.0
2025-12-03,2344,142553494,60762,57.3,58.5,55.5,55.8
2025-12-03,6770,123097768,49036,33.0,33.35,32.05,32.1
2025-12-03,8110,90291246,46461,39.4,41.6,38.25,39.15
2025-12-03,00981A,85723168,15571,15.98,15.99,15.8,15.83
2025-12-03,3715,79531878,44290,120.5,125.5,114.0,114.5
2025-12-03,2337,74936793,29412,33.75,34.35,32.8,32.8
2025-12-03,3481,67562686,13383,14.05,14.25,13.9,14.2
2025-12-03,2409,59204280,11041,11.4,11.85,11.4,11.65
2025-12-03,8039,53589444,34084,83.8,88.9,79.2,79.3
2025-12-03,2317,53110402,42615,225.0,230.0,225.0,227.0
2025-12-03,00919,53014355,18369,21.67,21.72,21.63,21.68
2025-12-03,2303,48743896,17477,47.65,48.3,47.35,47.5
2025-12-03,1605,47782586,19351,30.45,30.65,30.05,30.35
2025-12-03,0050,46546830,34300,62.4,62.5,62.1,62.3
2025-12-03,1301,43170094,23490,43.8,44.6,43.05,43.85
